#token,count,percentage
ppe,8,0.00180955
red,8,0.00180955
sai,8,0.00180955
say,8,0.00180955
tur,8,0.00180955
use,8,0.00180955
won,8,0.00180955
wou,8,0.00180955
abl,7,0.00158335
ame,7,0.00158335
ass,7,0.00158335
beg,7,0.00158335
ead,7,0.00158335
eep,7,0.00158335
eme,7,0.00158335
ene,7,0.00158335
fal,7,0.00158335
fin,7,0.00158335
fte,7,0.00158335
ied,7,0.00158335
ite,7,0.00158335
key,7,0.00158335
lly,7,0.00158335
loo,7,0.00158335
off,7,0.00158335
oin,7,0.00158335
ope,7,0.00158335
ous,7,0.00158335
res,7,0.00158335
thr,7,0.00158335
too,7,0.00158335
tte,7,0.00158335
ure,7,0.00158335
ust,7,0.00158335
wel,7,0.00158335
wen,7,0.00158335
wor,7,0.00158335
aft,6,0.00135716
ath,6,0.00135716
ave,6,0.00135716
bat,6,0.00135716
cat,6,0.00135716
eit,6,0.00135716
fee,6,0.00135716
fel,6,0.00135716
goi,6,0.00135716
got,6,0.00135716
hey,6,0.00135716
hol,6,0.00135716
hro,6,0.00135716
ide,6,0.00135716
las,6,0.00135716
lat,6,0.00135716
lea,6,0.00135716
low,6,0.00135716
mar,6,0.00135716
muc,6,0.00135716
ner,6,0.00135716
oke,6,0.00135716
old,6,0.00135716
ore,6,0.00135716
ort,6,0.00135716
ott,6,0.00135716
ove,6,0.00135716
ral,6,0.00135716
ran,6,0.00135716
rat,6,0.00135716
rds,6,0.00135716
rem,6,0.00135716
rig,6,0.00135716
rne,6,0.00135716
sha,6,0.00135716
som,6,0.00135716
tab,6,0.00135716
tel,6,0.00135716
tti,6,0.00135716
aga,5,0.00113097
age,5,0.00113097
arg,5,0.00113097
ast,5,0.00113097
ati,5,0.00113097
bef,5,0.00113097
can,5,0.00113097
com,5,0.00113097
con,5,0.00113097
dde,5,0.00113097
dee,5,0.00113097
did,5,0.00113097
een,5,0.00113097
efo,5,0.00113097
ely,5,0.00113097
end,5,0.00113097
enl,5,0.00113097
gai,5,0.00113097
han,5,0.00113097
hav,5,0.00113097
ina,5,0.00113097
irs,5,0.00113097
its,5,0.00113097
kin,5,0.00113097
lar,5,0.00113097
lde,5,0.00113097
lin,5,0.00113097
mak,5,0.00113097
mal,5,0.00113097
men,5,0.00113097
min,5,0.00113097
nah,5,0.00113097
nce,5,0.00113097
nev,5,0.00113097
ngs,5,0.00113097
ock,5,0.00113097
ons,5,0.00113097
oon,5,0.00113097
owe,5,0.00113097
pas,5,0.00113097
rge,5,0.00113097
rke,5,0.00113097
ryi,5,0.00113097
son,5,0.00113097
soo,5,0.00113097
ste,5,0.00113097
sud,5,0.00113097
tai,5,0.00113097
ted,5,0.00113097
tri,5,0.00113097
udd,5,0.00113097
urn,5,0.00113097
urr,5,0.00113097
urt,5,0.00113097
ais,4,0.00090477
ala,4,0.00090477
alk,4,0.00090477
ant,4,0.00090477
art,4,0.00090477
ber,4,0.00090477
boo,4,0.00090477
bot,4,0.00090477
che,4,0.00090477
ctu,4,0.00090477
dea,4,0.00090477
dle,4,0.00090477
dnt,4,0.00090477
eas,4,0.00090477
eel,4,0.00090477
eem,4,0.00090477
ele,4,0.00090477
emb,4,0.00090477
eop,4,0.00090477
era,4,0.00090477
est,4,0.00090477
ett,4,0.00090477
fir,4,0.00090477
gar,4,0.00090477
ger,4,0.00090477
gla,4,0.00090477
hed,4,0.00090477
hur,4,0.00090477
ies,4,0.00090477
ish,4,0.00090477
itu,4,0.00090477
kno,4,0.00090477
led,4,0.00090477
lle,4,0.00090477
man,4,0.00090477
mbe,4,0.00090477
mem,4,0.00090477
mig,4,0.00090477
mom,4,0.00090477
nge,4,0.00090477
ole,4,0.00090477
onc,4,0.00090477
opl,4,0.00090477
ord,4,0.00090477
ose,4,0.00090477
oss,4,0.00090477
our,4,0.00090477
peo,4,0.00090477
per,4,0.00090477
pic,4,0.00090477
pin,4,0.00090477
poi,4,0.00090477
pon,4,0.00090477
poo,4,0.00090477
qui,4,0.00090477
rde,4,0.00090477
row,4,0.00090477
rst,4,0.00090477
rth,4,0.00090477
sag,4,0.00090477
sco,4,0.00090477
sho,4,0.00090477
sid,4,0.00090477
sma,4,0.00090477
sta,4,0.00090477
sti,4,0.00090477
tic,4,0.00090477
try,4,0.00090477
tud,4,0.00090477
ude,4,0.00090477
uit,4,0.00090477
upo,4,0.00090477
ven,4,0.00090477
wai,4,0.00090477
act,3,0.00067858
ade,3,0.00067858
air,3,0.00067858
anc,3,0.00067858
ano,3,0.00067858
ars,3,0.00067858
ask,3,0.00067858
atc,3,0.00067858
avi,3,0.00067858
ayi,3,0.00067858
bea,3,0.00067858
bel,3,0.00067858
bri,3,0.00067858
bur,3,0.00067858
cak,3,0.00067858
cam,3,0.00067858
cer,3,0.00067858
cke,3,0.00067858
cop,3,0.00067858
cro,3,0.00067858
dar,3,0.00067858
dis,3,0.00067858
dre,3,0.00067858
dri,3,0.00067858
eed,3,0.00067858
ega,3,0.00067858
eli,3,0.00067858
elt,3,0.00067858
eri,3,0.00067858
esc,3,0.00067858
eth,3,0.00067858
eye,3,0.00067858
fla,3,0.00067858
fro,3,0.00067858
gan,3,0.00067858
ged,3,0.00067858
gin,3,0.00067858
gol,3,0.00067858
goo,3,0.00067858
gre,3,0.00067858
gro,3,0.00067858
hel,3,0.00067858
hem,3,0.00067858
hil,3,0.00067858
hot,3,0.00067858
hut,3,0.00067858
ict,3,0.00067858
ild,3,0.00067858
ile,3,0.00067858
ion,3,0.00067858
iou,3,0.00067858
ise,3,0.00067858
iso,3,0.00067858
jus,3,0.00067858
lee,3,0.00067858
lli,3,0.00067858
loc,3,0.00067858
los,3,0.00067858
med,3,0.00067858
mil,3,0.00067858
mon,3,0.00067858
ndi,3,0.00067858
ndl,3,0.00067858
nea,3,0.00067858
ngi,3,0.00067858
nic,3,0.00067858
nin,3,0.00067858
ois,3,0.00067858
ood,3,0.00067858
ped,3,0.00067858
pre,3,0.00067858
ree,3,0.00067858
rio,3,0.00067858
rom,3,0.00067858
rry,3,0.00067858
rta,3,0.00067858
sat,3,0.00067858
sev,3,0.00067858
shu,3,0.00067858
sor,3,0.00067858
ssa,3,0.00067858
suc,3,0.00067858
sur,3,0.00067858
tar,3,0.00067858
tch,3,0.00067858
tio,3,0.00067858
tof,3,0.00067858
top,3,0.00067858
tse,3,0.00067858
tun,3,0.00067858
ull,3,0.00067858
ump,3,0.00067858
uri,3,0.00067858
utt,3,0.00067858
ves,3,0.00067858
vin,3,0.00067858
wal,3,0.00067858
wev,3,0.00067858
win,3,0.00067858
wis,3,0.00067858
yes,3,0.00067858
abe,2,0.00045239
ach,2,0.00045239
ack,2,0.00045239
acr,2,0.00045239
adv,2,0.00045239
ait,2,0.00045239
alo,2,0.00045239
amo,2,0.00045239
ana,2,0.00045239
ang,2,0.00045239
aps,2,0.00045239
are,2,0.00045239
arn,2,0.00045239
atp,2,0.00045239
aus,2,0.00045239
aut,2,0.00045239
bac,2,0.00045239
beh,2,0.00045239
boa,2,0.00045239
box,2,0.00045239
ced,2,0.00045239
cha,2,0.00045239
chi,2,0.00045239
cks,2,0.00045239
clo,2,0.00045239
coa,2,0.00045239
cor,2,0.00045239
cti,2,0.00045239
cup,2,0.00045239
dai,2,0.00045239
ded,2,0.00045239
dge,2,0.00045239
dly,2,0.00045239
dvi,2,0.00045239
eac,2,0.00045239
eal,2,0.00045239
eam,2,0.00045239
eap,2,0.00045239
eau,2,0.00045239
eav,2,0.00045239
ect,2,0.00045239
edg,2,0.00045239
eds,2,0.00045239
eet,2,0.00045239
egi,2,0.00045239
egs,2,0.00045239
egu,2,0.00045239
ehi,2,0.00045239
eir,2,0.00045239
eld,2,0.00045239
elv,2,0.00045239
ema,2,0.00045239
ens,2,0.00045239
epy,2,0.00045239
erh,2,0.00045239
ert,2,0.00045239
ete,2,0.00045239
eti,2,0.00045239
ewa,2,0.00045239
ewh,2,0.00045239
eyl,2,0.00045239
fac,2,0.00045239
fan,2,0.00045239
few,2,0.00045239
fth,2,0.00045239
ful,2,0.00045239
gen,2,0.00045239
git,2,0.00045239
gun,2,0.00045239
har,2,0.00045239
hei,2,0.00045239
hes,2,0.00045239
het,2,0.00045239
hew,2,0.00045239
hig,2,0.00045239
hit,2,0.00045239
hop,2,0.00045239
hos,2,0.00045239
hum,2,0.00045239
ibl,2,0.00045239
ick,2,0.00045239
idn,2,0.00045239
ife,2,0.00045239
ifu,2,0.00045239
imp,2,0.00045239
inc,2,0.00045239
ine,2,0.00045239
ini,2,0.00045239
inl,2,0.00045239
ins,2,0.00045239
inu,2,0.00045239
ipp,2,0.00045239
ire,2,0.00045239
isa,2,0.00045239
itl,2,0.00045239
ity,2,0.00045239
ive,2,0.00045239
ize,2,0.00045239
jar,2,0.00045239
ker,2,0.00045239
kes,2,0.00045239
ket,2,0.00045239
kne,2,0.00045239
lab,2,0.00045239
lad,2,0.00045239
lam,2,0.00045239
ldn,2,0.00045239
leg,2,0.00045239
len,2,0.00045239
let,2,0.00045239
lis,2,0.00045239
lki,2,0.00045239
lov,2,0.00045239
lve,2,0.00045239
mad,2,0.00045239
mes,2,0.00045239
met,2,0.00045239
mew,2,0.00045239
mus,2,0.00045239
nag,2,0.00045239
nat,2,0.00045239
nch,2,0.00045239
ncy,2,0.00045239
nel,2,0.00045239
new,2,0.00045239
nis,2,0.00045239
nor,2,0.00045239
nsi,2,0.00045239
ntr,2,0.00045239
nut,2,0.00045239
nve,2,0.00045239
nyt,2,0.00045239
oar,2,0.00045239
oas,2,0.00045239
oat,2,0.00045239
oft,2,0.00045239
onl,2,0.00045239
onv,2,0.00045239
ool,2,0.00045239
opp,2,0.00045239
ora,2,0.00045239
org,2,0.00045239
orn,2,0.00045239
ors,2,0.00045239
ost,2,0.00045239
oti,2,0.00045239
owi,2,0.00045239
owl,2,0.00045239
pbo,2,0.00045239
pec,2,0.00045239
pid,2,0.00045239
pla,2,0.00045239
ply,2,0.00045239
poc,2,0.00045239
pok,2,0.00045239
pos,2,0.00045239
ppo,2,0.00045239
pri,2,0.00045239
put,2,0.00045239
que,2,0.00045239
rai,2,0.00045239
ret,2,0.00045239
rgo,2,0.00045239
rnt,2,0.00045239
roo,2,0.00045239
ros,2,0.00045239
rsa,2,0.00045239
rts,2,0.00045239
rtu,2,0.00045239
rul,2,0.00045239
rwa,2,0.00045239
san,2,0.00045239
saw,2,0.00045239
sed,2,0.00045239
sey,2,0.00045239
sib,2,0.00045239
sis,2,0.00045239
sit,2,0.00045239
siz,2,0.00045239
sle,2,0.00045239
ssi,2,0.00045239
stc,2,0.00045239
sto,2,0.00045239
str,2,0.00045239
stu,2,0.00045239
tco,2,0.00045239
tea,2,0.00045239
thu,2,0.00045239
tif,2,0.00045239
til,2,0.00045239
tir,2,0.00045239
tit,2,0.00045239
tll,2,0.00045239
tly,2,0.00045239
tpo,2,0.00045239
tra,2,0.00045239
tru,2,0.00045239
tup,2,0.00045239
two,2,0.00045239
ual,2,0.00045239
ule,2,0.00045239
unn,2,0.00045239
unt,2,0.00045239
upb,2,0.00045239
upi,2,0.00045239
ute,2,0.00045239
uti,2,0.00045239
uto,2,0.00045239
vel,2,0.00045239
vou,2,0.00045239
war,2,0.00045239
wat,2,0.00045239
why,2,0.00045239
wil,2,0.00045239
yll,2,0.00045239
yth,2,0.00045239
aam,1,0.00022619
ace,1,0.00022619
adi,1,0.00022619
adl,1,0.00022619
ads,1,0.00022619
afr,1,0.00022619
agr,1,0.00022619
ahl,1,0.00022619
aig,1,0.00022619
aki,1,0.00022619
alf,1,0.00022619
alm,1,0.00022619
alt,1,0.00022619
amp,1,0.00022619
amy,1,0.00022619
ank,1,0.00022619
ans,1,0.00022619
anx,1,0.00022619
ape,1,0.00022619
apt,1,0.00022619
arm,1,0.00022619
arp,1,0.00022619
asa,1,0.00022619
ase,1,0.00022619
ash,1,0.00022619
asu,1,0.00022619
att,1,0.00022619
atu,1,0.00022619
auc,1,0.00022619
aug,1,0.00022619
avo,1,0.00022619
awa,1,0.00022619
ban,1,0.00022619
bec,1,0.00022619
bed,1,0.00022619
bee,1,0.00022619
bes,1,0.00022619
bli,1,0.00022619
blo,1,0.00022619
bly,1,0.00022619
bod,1,0.00022619
bra,1,0.00022619
car,1,0.00022619
cau,1,0.00022619
ccu,1,0.00022619
ceb,1,0.00022619
cen,1,0.00022619
cep,1,0.00022619
ces,1,0.00022619
cho,1,0.00022619
cid,1,0.00022619
cki,1,0.00022619
cli,1,0.00022619
col,1,0.00022619
coo,1,0.00022619
cre,1,0.00022619
cri,1,0.00022619
cry,1,0.00022619
cta,1,0.00022619
cus,1,0.00022619
cut,1,0.00022619
day,1,0.00022619
ddl,1,0.00022619
dec,1,0.00022619
del,1,0.00022619
des,1,0.00022619
dho,1,0.00022619
dip,1,0.00022619
dom,1,0.00022619
don,1,0.00022619
doz,1,0.00022619
dro,1,0.00022619
dry,1,0.00022619
dul,1,0.00022619
ebo,1,0.00022619
ebu,1,0.00022619
eca,1,0.00022619
eci,1,0.00022619
eck,1,0.00022619
eco,1,0.00022619
edh,1,0.00022619
efa,1,0.00022619
eft,1,0.00022619
egg,1,0.00022619
elo,1,0.00022619
els,1,0.00022619
emp,1,0.00022619
eni,1,0.00022619
eno,1,0.00022619
epe,1,0.00022619
epl,1,0.00022619
ept,1,0.00022619
ern,1,0.00022619
err,1,0.00022619
erv,1,0.00022619
erw,1,0.00022619
ese,1,0.00022619
esp,1,0.00022619
ess,1,0.00022619
exc,1,0.00022619
exp,1,0.00022619
ext,1,0.00022619
eyi,1,0.00022619
fea,1,0.00022619
ffe,1,0.00022619
fie,1,0.00022619
fif,1,0.00022619
fil,1,0.00022619
fit,1,0.00022619
flo,1,0.00022619
fol,1,0.00022619
fon,1,0.00022619
fra,1,0.00022619
fri,1,0.00022619
fun,1,0.00022619
fur,1,0.00022619
gam,1,0.00022619
gav,1,0.00022619
gge,1,0.00022619
gir,1,0.00022619
gno,1,0.00022619
gra,1,0.00022619
hai,1,0.00022619
hie,1,0.00022619
hll,1,0.00022619
hom,1,0.00022619
hoo,1,0.00022619
hre,1,0.00022619
hri,1,0.00022619
hte,1,0.00022619
hun,1,0.00022619
idd,1,0.00022619
iel,1,0.00022619
ien,1,0.00022619
ift,1,0.00022619
ign,1,0.00022619
ilk,1,0.00022619
imb,1,0.00022619
inn,1,0.00022619
iny,1,0.00022619
ios,1,0.00022619
ipa,1,0.00022619
irl,1,0.00022619
isi,1,0.00022619
isk,1,0.00022619
iss,1,0.00022619
isy,1,0.00022619
iti,1,0.00022619
ixe,1,0.00022619
jum,1,0.00022619
kab,1,0.00022619
kef,1,0.00022619
kel,1,0.00022619
kil,1,0.00022619
kni,1,0.00022619
ksh,1,0.00022619
lai,1,0.00022619
lan,1,0.00022619
lav,1,0.00022619
lay,1,0.00022619
ldi,1,0.00022619
ldo,1,0.00022619
ldr,1,0.00022619
lef,1,0.00022619
ler,1,0.00022619
lia,1,0.00022619
lid,1,0.00022619
lie,1,0.00022619
lif,1,0.00022619
lig,1,0.00022619
lim,1,0.00022619
lip,1,0.00022619
lke,1,0.00022619
llo,1,0.00022619
lmo,1,0.00022619
lou,1,0.00022619
lro,1,0.00022619
lse,1,0.00022619
lto,1,0.00022619
lyi,1,0.00022619
maa,1,0.00022619
mai,1,0.00022619
map,1,0.00022619
mat,1,0.00022619
mbl,1,0.00022619
meb,1,0.00022619
mic,1,0.00022619
mid,1,0.00022619
mis,1,0.00022619
mix,1,0.00022619
mmo,1,0.00022619
mor,1,0.00022619
mos,1,0.00022619
mou,1,0.00022619
mpe,1,0.00022619
mpl,1,0.00022619
mpo,1,0.00022619
mps,1,0.00022619
mpt,1,0.00022619
nam,1,0.00022619
nds,1,0.00022619
nec,1,0.00022619
nes,1,0.00022619
nex,1,0.00022619
nif,1,0.00022619
nig,1,0.00022619
nit,1,0.00022619
nne,1,0.00022619
nni,1,0.00022619
nny,1,0.00022619
nou,1,0.00022619
npl,1,0.00022619
nst,1,0.00022619
nsw,1,0.00022619
nta,1,0.00022619
nte,1,0.00022619
nti,1,0.00022619
ntl,1,0.00022619
ntm,1,0.00022619
nts,1,0.00022619
ntu,1,0.00022619
nty,1,0.00022619
nwa,1,0.00022619
nxi,1,0.00022619
occ,1,0.00022619
ody,1,0.00022619
oge,1,0.00022619
oks,1,0.00022619
oli,1,0.00022619
oll,1,0.00022619
olr,1,0.00022619
omi,1,0.00022619
omm,1,0.00022619
oni,1,0.00022619
ont,1,0.00022619
oof,1,0.00022619
oom,1,0.00022619
opi,1,0.00022619
oqu,1,0.00022619
ori,1,0.00022619
ork,1,0.00022619
orl,1,0.00022619
orw,1,0.00022619
osi,1,0.00022619
oub,1,0.00022619
oud,1,0.00022619
ozi,1,0.00022619
pap,1,0.00022619
pat,1,0.00022619
pee,1,0.00022619
peg,1,0.00022619
pes,1,0.00022619
pop,1,0.00022619
por,1,0.00022619
ppi,1,0.00022619
ppl,1,0.00022619
pra,1,0.00022619
pte,1,0.00022619
pty,1,0.00022619
rac,1,0.00022619
rav,1,0.00022619
rdl,1,0.00022619
rel,1,0.00022619
ren,1,0.00022619
rha,1,0.00022619
rhe,1,0.00022619
ris,1,0.00022619
rit,1,0.00022619
rka,1,0.00022619
rld,1,0.00022619
rma,1,0.00022619
rni,1,0.00022619
roa,1,0.00022619
rop,1,0.00022619
roq,1,0.00022619
rpl,1,0.00022619
rpr,1,0.00022619
rra,1,0.00022619
rre,1,0.00022619
rri,1,0.00022619
rso,1,0.00022619
rte,1,0.00022619
rue,1,0.00022619
rut,1,0.00022619
rvo,1,0.00022619
ryt,1,0.00022619
sad,1,0.00022619
sam,1,0.00022619
sap,1,0.00022619
sau,1,0.00022619
sch,1,0.00022619
sec,1,0.00022619
sen,1,0.00022619
set,1,0.00022619
shr,1,0.00022619
sie,1,0.00022619
sig,1,0.00022619
sim,1,0.00022619
ske,1,0.00022619
ski,1,0.00022619
sli,1,0.00022619
slo,1,0.00022619
sly,1,0.00022619
sol,1,0.00022619
sou,1,0.00022619
spe,1,0.00022619
spo,1,0.00022619
sse,1,0.00022619
sso,1,0.00022619
stl,1,0.00022619
sts,1,0.00022619
sua,1,0.00022619
swe,1,0.00022619
syc,1,0.00022619
tak,1,0.00022619
tal,1,0.00022619
tan,1,0.00022619
tas,1,0.00022619
tau,1,0.00022619
tee,1,0.00022619
tes,1,0.00022619
tip,1,0.00022619
tme,1,0.00022619
toa,1,0.00022619
tog,1,0.00022619
ton,1,0.00022619
tor,1,0.00022619
tre,1,0.00022619
tro,1,0.00022619
tua,1,0.00022619
tum,1,0.00022619
twi,1,0.00022619
ubl,1,0.00022619
uce,1,0.00022619
ues,1,0.00022619
uet,1,0.00022619
umb,1,0.00022619
una,1,0.00022619
ung,1,0.00022619
uni,1,0.00022619
unp,1,0.00022619
ura,1,0.00022619
urk,1,0.00022619
urp,1,0.00022619
usa,1,0.00022619
usl,1,0.00022619
usu,1,0.00022619
uth,1,0.00022619
vic,1,0.00022619
vis,1,0.00022619
wan,1,0.00022619
wed,1,0.00022619
who,1,0.00022619
wic,1,0.00022619
wle,1,0.00022619
wly,1,0.00022619
wnw,1,0.00022619
wri,1,0.00022619
xce,1,0.00022619
xed,1,0.00022619
xio,1,0.00022619
xpe,1,0.00022619
ych,1,0.00022619
yta,1,0.00022619
zea,1,0.00022619
zin,1,0.00022619
