#token,count,percentage
abi,2,0.00037334
ach,2,0.00037334
acé,2,0.00037334
adm,2,0.00037334
aim,2,0.00037334
ame,2,0.00037334
ana,2,0.00037334
ani,2,0.00037334
anç,2,0.00037334
arl,2,0.00037334
aru,2,0.00037334
aur,2,0.00037334
aço,2,0.00037334
aît,2,0.00037334
bel,2,0.00037334
bit,2,0.00037334
bre,2,0.00037334
brû,2,0.00037334
buv,2,0.00037334
coi,2,0.00037334
cri,2,0.00037334
cul,2,0.00037334
cur,2,0.00037334
côt,2,0.00037334
dam,2,0.00037334
dau,2,0.00037334
dav,2,0.00037334
dim,2,0.00037334
dmi,2,0.00037334
doi,2,0.00037334
dou,2,0.00037334
dra,2,0.00037334
dro,2,0.00037334
drô,2,0.00037334
déc,2,0.00037334
déj,2,0.00037334
eff,2,0.00037334
efo,2,0.00037334
egr,2,0.00037334
eni,2,0.00037334
enu,2,0.00037334
erc,2,0.00037334
ert,2,0.00037334
erv,2,0.00037334
eve,2,0.00037334
evi,2,0.00037334
exe,2,0.00037334
eço,2,0.00037334
fac,2,0.00037334
fau,2,0.00037334
faç,2,0.00037334
fet,2,0.00037334
ffe,2,0.00037334
ffé,2,0.00037334
fit,2,0.00037334
fle,2,0.00037334
for,2,0.00037334
fût,2,0.00037334
ger,2,0.00037334
gez,2,0.00037334
git,2,0.00037334
gle,2,0.00037334
gne,2,0.00037334
gou,2,0.00037334
gro,2,0.00037334
gré,2,0.00037334
hab,2,0.00037334
hai,2,0.00037334
han,2,0.00037334
hem,2,0.00037334
hes,2,0.00037334
heu,2,0.00037334
hée,2,0.00037334
hél,2,0.00037334
ign,2,0.00037334
iti,2,0.00037334
ité,2,0.00037334
ivé,2,0.00037334
jet,2,0.00037334
joi,2,0.00037334
lam,2,0.00037334
las,2,0.00037334
lat,2,0.00037334
len,2,0.00037334
let,2,0.00037334
leç,2,0.00037334
lhe,2,0.00037334
liv,2,0.00037334
lié,2,0.00037334
llu,2,0.00037334
lun,2,0.00037334
mad,2,0.00037334
mir,2,0.00037334
mit,2,0.00037334
mom,2,0.00037334
mpr,2,0.00037334
nag,2,0.00037334
ndo,2,0.00037334
nem,2,0.00037334
nes,2,0.00037334
nfi,2,0.00037334
ngi,2,0.00037334
ngé,2,0.00037334
nie,2,0.00037334
niè,2,0.00037334
nnu,2,0.00037334
nné,2,0.00037334
nor,2,0.00037334
nqu,2,0.00037334
nsé,2,0.00037334
nts,2,0.00037334
ntô,2,0.00037334
nuy,2,0.00037334
née,2,0.00037334
oie,2,0.00037334
omp,2,0.00037334
oqu,2,0.00037334
ora,2,0.00037334
orm,2,0.00037334
oya,2,0.00037334
oye,2,0.00037334
pes,2,0.00037334
pot,2,0.00037334
pén,2,0.00037334
pét,2,0.00037334
qué,2,0.00037334
rab,2,0.00037334
rac,2,0.00037334
rch,2,0.00037334
rei,2,0.00037334
rge,2,0.00037334
rin,2,0.00037334
rle,2,0.00037334
rmo,2,0.00037334
rom,2,0.00037334
ron,2,0.00037334
ros,2,0.00037334
rru,2,0.00037334
rur,2,0.00037334
rév,2,0.00037334
rôl,2,0.00037334
rûl,2,0.00037334
sap,2,0.00037334
sar,2,0.00037334
sas,2,0.00037334
say,2,0.00037334
sbo,2,0.00037334
sei,2,0.00037334
sim,2,0.00037334
sir,2,0.00037334
smo,2,0.00037334
som,2,0.00037334
ssu,2,0.00037334
sti,2,0.00037334
sus,2,0.00037334
sée,2,0.00037334
sœu,2,0.00037334
tac,2,0.00037334
tiq,2,0.00037334
tri,2,0.00037334
tru,2,0.00037334
ttr,2,0.00037334
tur,2,0.00037334
ual,2,0.00037334
uco,2,0.00037334
uef,2,0.00037334
uff,2,0.00037334
uiv,2,0.00037334
ule,2,0.00037334
uon,2,0.00037334
upi,2,0.00037334
urt,2,0.00037334
uto,2,0.00037334
utê,2,0.00037334
uye,2,0.00037334
uée,2,0.00037334
val,2,0.00037334
vez,2,0.00037334
vin,2,0.00037334
vis,2,0.00037334
viv,2,0.00037334
yan,2,0.00037334
écl,2,0.00037334
écr,2,0.00037334
éjà,2,0.00037334
épo,2,0.00037334
épé,2,0.00037334
ére,2,0.00037334
éri,2,0.00037334
éti,2,0.00037334
évé,2,0.00037334
îtr,2,0.00037334
ôle,2,0.00037334
ôté,2,0.00037334
abs,1,0.00018667
ace,1,0.00018667
aci,1,0.00018667
acu,1,0.00018667
ada,1,0.00018667
afo,1,0.00018667
agi,1,0.00018667
agn,1,0.00018667
ago,1,0.00018667
agr,1,0.00018667
agè,1,0.00018667
aig,1,0.00018667
aij,1,0.00018667
ala,1,0.00018667
ale,1,0.00018667
alé,1,0.00018667
amb,1,0.00018667
ami,1,0.00018667
amm,1,0.00018667
anq,1,0.00018667
aph,1,0.00018667
arc,1,0.00018667
arn,1,0.00018667
aro,1,0.00018667
asa,1,0.00018667
asi,1,0.00018667
ast,1,0.00018667
ate,1,0.00018667
ath,1,0.00018667
atr,1,0.00018667
atu,1,0.00018667
aud,1,0.00018667
auf,1,0.00018667
aul,1,0.00018667
aup,1,0.00018667
avi,1,0.00018667
ayo,1,0.00018667
ays,1,0.00018667
azo,1,0.00018667
aîc,1,0.00018667
aîn,1,0.00018667
bab,1,0.00018667
bah,1,0.00018667
bai,1,0.00018667
bed,1,0.00018667
bes,1,0.00018667
beu,1,0.00018667
boi,1,0.00018667
boî,1,0.00018667
bra,1,0.00018667
bri,1,0.00018667
bro,1,0.00018667
bru,1,0.00018667
bse,1,0.00018667
béi,1,0.00018667
bêt,1,0.00018667
cal,1,0.00018667
cas,1,0.00018667
cau,1,0.00018667
cca,1,0.00018667
cea,1,0.00018667
cem,1,0.00018667
cen,1,0.00018667
chi,1,0.00018667
cic,1,0.00018667
cid,1,0.00018667
cil,1,0.00018667
clo,1,0.00018667
cra,1,0.00018667
crè,1,0.00018667
cti,1,0.00018667
cue,1,0.00018667
cun,1,0.00018667
cés,1,0.00018667
cœu,1,0.00018667
dar,1,0.00018667
dat,1,0.00018667
dea,1,0.00018667
deg,1,0.00018667
den,1,0.00018667
dia,1,0.00018667
dic,1,0.00018667
dix,1,0.00018667
dri,1,0.00018667
dui,1,0.00018667
dég,1,0.00018667
dép,1,0.00018667
dér,1,0.00018667
dés,1,0.00018667
dét,1,0.00018667
dév,1,0.00018667
dêt,1,0.00018667
eai,1,0.00018667
ean,1,0.00018667
eat,1,0.00018667
eco,1,0.00018667
edo,1,0.00018667
een,1,0.00018667
emo,1,0.00018667
ene,1,0.00018667
eno,1,0.00018667
epr,1,0.00018667
erd,1,0.00018667
erp,1,0.00018667
ese,1,0.00018667
esm,1,0.00018667
eso,1,0.00018667
esp,1,0.00018667
esq,1,0.00018667
eta,1,0.00018667
ete,1,0.00018667
eto,1,0.00018667
eté,1,0.00018667
eug,1,0.00018667
eui,1,0.00018667
eul,1,0.00018667
eva,1,0.00018667
exa,1,0.00018667
eze,1,0.00018667
ezv,1,0.00018667
eût,1,0.00018667
fag,1,0.00018667
fat,1,0.00018667
feu,1,0.00018667
fla,1,0.00018667
flé,1,0.00018667
fus,1,0.00018667
fut,1,0.00018667
fâc,1,0.00018667
fée,1,0.00018667
fér,1,0.00018667
gag,1,0.00018667
gat,1,0.00018667
gau,1,0.00018667
gaz,1,0.00018667
gin,1,0.00018667
gli,1,0.00018667
gno,1,0.00018667
gol,1,0.00018667
got,1,0.00018667
goû,1,0.00018667
gre,1,0.00018667
gte,1,0.00018667
guè,1,0.00018667
gèr,1,0.00018667
gée,1,0.00018667
géo,1,0.00018667
hal,1,0.00018667
ham,1,0.00018667
hap,1,0.00018667
has,1,0.00018667
hen,1,0.00018667
her,1,0.00018667
hez,1,0.00018667
hie,1,0.00018667
hiq,1,0.00018667
hir,1,0.00018667
ial,1,0.00018667
ich,1,0.00018667
icu,1,0.00018667
ida,1,0.00018667
iee,1,0.00018667
iez,1,0.00018667
igt,1,0.00018667
igu,1,0.00018667
ije,1,0.00018667
ile,1,0.00018667
ilà,1,0.00018667
ime,1,0.00018667
imm,1,0.00018667
imo,1,0.00018667
imé,1,0.00018667
imê,1,0.00018667
ing,1,0.00018667
ino,1,0.00018667
inq,1,0.00018667
inu,1,0.00018667
inz,1,0.00018667
ios,1,0.00018667
ipa,1,0.00018667
irs,1,0.00018667
iré,1,0.00018667
isj,1,0.00018667
ism,1,0.00018667
isq,1,0.00018667
ist,1,0.00018667
isé,1,0.00018667
itr,1,0.00018667
itô,1,0.00018667
ivî,1,0.00018667
ièt,1,0.00018667
jai,1,0.00018667
jal,1,0.00018667
jat,1,0.00018667
jau,1,0.00018667
jen,1,0.00018667
jol,1,0.00018667
lac,1,0.00018667
lad,1,0.00018667
laf,1,0.00018667
lav,1,0.00018667
lev,1,0.00018667
lez,1,0.00018667
lha,1,0.00018667
lir,1,0.00018667
lli,1,0.00018667
llo,1,0.00018667
log,1,0.00018667
loi,1,0.00018667
lté,1,0.00018667
lue,1,0.00018667
làh,1,0.00018667
léc,1,0.00018667
lés,1,0.00018667
lét,1,0.00018667
lœu,1,0.00018667
mas,1,0.00018667
mba,1,0.00018667
mbi,1,0.00018667
mbr,1,0.00018667
mei,1,0.00018667
mel,1,0.00018667
met,1,0.00018667
mis,1,0.00018667
mmo,1,0.00018667
mod,1,0.00018667
moq,1,0.00018667
mor,1,0.00018667
mou,1,0.00018667
moy,1,0.00018667
mée,1,0.00018667
mél,1,0.00018667
més,1,0.00018667
mét,1,0.00018667
nas,1,0.00018667
nat,1,0.00018667
nch,1,0.00018667
nds,1,0.00018667
nel,1,0.00018667
net,1,0.00018667
nez,1,0.00018667
ngo,1,0.00018667
ngt,1,0.00018667
ngu,1,0.00018667
nni,1,0.00018667
noi,1,0.00018667
nom,1,0.00018667
nos,1,0.00018667
nsi,1,0.00018667
nsu,1,0.00018667
nta,1,0.00018667
nth,1,0.00018667
nté,1,0.00018667
nus,1,0.00018667
nut,1,0.00018667
nze,1,0.00018667
néb,1,0.00018667
oba,1,0.00018667
obé,1,0.00018667
occ,1,0.00018667
oce,1,0.00018667
odé,1,0.00018667
ogr,1,0.00018667
ogu,1,0.00018667
oig,1,0.00018667
oil,1,0.00018667
oim,1,0.00018667
ole,1,0.00018667
oli,1,0.00018667
onf,1,0.00018667
ono,1,0.00018667
orc,1,0.00018667
ori,1,0.00018667
oré,1,0.00018667
osa,1,0.00018667
osi,1,0.00018667
oua,1,0.00018667
oud,1,0.00018667
ouf,1,0.00018667
oug,1,0.00018667
ouj,1,0.00018667
oît,1,0.00018667
oût,1,0.00018667
pap,1,0.00018667
pat,1,0.00018667
pay,1,0.00018667
pel,1,0.00018667
phi,1,0.00018667
pid,1,0.00018667
pis,1,0.00018667
pit,1,0.00018667
plo,1,0.00018667
plé,1,0.00018667
pon,1,0.00018667
ppe,1,0.00018667
ppr,1,0.00018667
ppé,1,0.00018667
pré,1,0.00018667
pur,1,0.00018667
put,1,0.00018667
pée,1,0.00018667
pér,1,0.00018667
quà,1,0.00018667
rad,1,0.00018667
ral,1,0.00018667
ram,1,0.00018667
rar,1,0.00018667
ray,1,0.00018667
rce,1,0.00018667
rci,1,0.00018667
rdo,1,0.00018667
rdr,1,0.00018667
rel,1,0.00018667
rep,1,0.00018667
reu,1,0.00018667
rev,1,0.00018667
rgu,1,0.00018667
ric,1,0.00018667
rid,1,0.00018667
ril,1,0.00018667
rio,1,0.00018667
riè,1,0.00018667
rma,1,0.00018667
rmi,1,0.00018667
rmé,1,0.00018667
rna,1,0.00018667
rne,1,0.00018667
rni,1,0.00018667
rné,1,0.00018667
rob,1,0.00018667
roc,1,0.00018667
roq,1,0.00018667
rpe,1,0.00018667
rré,1,0.00018667
rse,1,0.00018667
rsq,1,0.00018667
rsu,1,0.00018667
ruc,1,0.00018667
ruf,1,0.00018667
rus,1,0.00018667
rve,1,0.00018667
rvi,1,0.00018667
rvu,1,0.00018667
règ,1,0.00018667
rèm,1,0.00018667
réa,1,0.00018667
rée,1,0.00018667
réf,1,0.00018667
rém,1,0.00018667
rêv,1,0.00018667
rôt,1,0.00018667
sat,1,0.00018667
sau,1,0.00018667
sba,1,0.00018667
sca,1,0.00018667
sdé,1,0.00018667
sec,1,0.00018667
sel,1,0.00018667
seu,1,0.00018667
sex,1,0.00018667
sif,1,0.00018667
sil,1,0.00018667
sin,1,0.00018667
sio,1,0.00018667
sis,1,0.00018667
sje,1,0.00018667
spé,1,0.00018667
ssé,1,0.00018667
sèc,1,0.00018667
sél,1,0.00018667
sér,1,0.00018667
sêt,1,0.00018667
sûr,1,0.00018667
tag,1,0.00018667
tap,1,0.00018667
tas,1,0.00018667
teu,1,0.00018667
the,1,0.00018667
thi,1,0.00018667
thé,1,0.00018667
tig,1,0.00018667
tip,1,0.00018667
tié,1,0.00018667
toi,1,0.00018667
tta,1,0.00018667
tue,1,0.00018667
tun,1,0.00018667
tup,1,0.00018667
tén,1,0.00018667
uai,1,0.00018667
uat,1,0.00018667
uch,1,0.00018667
uct,1,0.00018667
ucu,1,0.00018667
udi,1,0.00018667
udr,1,0.00018667
uei,1,0.00018667
uga,1,0.00018667
ugl,1,0.00018667
uin,1,0.00018667
uiè,1,0.00018667
ujo,1,0.00018667
ult,1,0.00018667
ulu,1,0.00018667
unn,1,0.00018667
upr,1,0.00018667
upu,1,0.00018667
urd,1,0.00018667
uro,1,0.00018667
urv,1,0.00018667
usq,1,0.00018667
uta,1,0.00018667
uèr,1,0.00018667
vei,1,0.00018667
vel,1,0.00018667
vem,1,0.00018667
veu,1,0.00018667
vid,1,0.00018667
vie,1,0.00018667
vir,1,0.00018667
von,1,0.00018667
vor,1,0.00018667
vra,1,0.00018667
vît,1,0.00018667
xam,1,0.00018667
xem,1,0.00018667
xer,1,0.00018667
yai,1,0.00018667
yen,1,0.00018667
yer,1,0.00018667
yez,1,0.00018667
ysp,1,0.00018667
zem,1,0.00018667
zon,1,0.00018667
zvo,1,0.00018667
àha,1,0.00018667
âch,1,0.00018667
èch,1,0.00018667
ègl,1,0.00018667
ème,1,0.00018667
èsd,1,0.00018667
èse,1,0.00018667
èss,1,0.00018667
ète,1,0.00018667
éab,1,0.00018667
ébr,1,0.00018667
éch,1,0.00018667
éci,1,0.00018667
éco,1,0.00018667
ées,1,0.00018667
éfl,1,0.00018667
égr,1,0.00018667
éir,1,0.00018667
éme,1,0.00018667
éog,1,0.00018667
épa,1,0.00018667
épu,1,0.00018667
éra,1,0.00018667
éro,1,0.00018667
éré,1,0.00018667
ésa,1,0.00018667
ése,1,0.00018667
été,1,0.00018667
évo,1,0.00018667
êve,1,0.00018667
îch,1,0.00018667
îné,1,0.00018667
îte,1,0.00018667
ôti,1,0.00018667
ûle,1,0.00018667
ûlé,1,0.00018667
ûte,1,0.00018667
œuv,1,0.00018667
